Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Known_Size,Item_Visibility_MeanRatio,Outlet_Years,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Size_3,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
NCB55,15.7,0.16098885,57.8562,OUT045,False,0.9241603427524464,11,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
NCU18,15.1,0.055793586,139.7496,OUT013,True,0.8740008600749846,26,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDZ59,6.63,0.104445322,167.25,OUT018,True,0.8782920653549132,4,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCI29,8.6,0.032687702,140.9154,OUT045,False,0.9315179114648102,11,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDL03,19.25,0.026949462999999996,197.71099999999998,OUT027,True,0.9172286576804146,28,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCQ06,13.0,0.041909345,255.0014,OUT045,False,0.9241603458328268,11,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDY31,5.98,0.04363058,148.2418,OUT049,True,0.8760887647681694,14,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRI03,6.03,0.026777310874999998,175.1028,OUT049,True,1.0,14,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDL38,13.8,0.014793124,88.5172,OUT018,True,0.8782920484018277,4,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDR37,16.5,0.065928735,183.0292,OUT027,True,0.9251308182403606,28,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDT59,13.650000000000002,0.01583438,228.5668,OUT027,True,0.8586707458844779,28,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDV28,16.1,0.159728395,34.3558,OUT046,True,0.8488150388382649,16,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCX53,20.1,0.014925407,143.4154,OUT013,True,0.9207400108004331,26,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDZ12,9.17,0.10289312099999999,141.947,OUT013,True,0.9288589882331737,26,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCT05,10.895,0.020951848000000002,255.3672,OUT046,True,0.9990697311575976,16,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDW38,5.325,0.15219664214285714,55.8298,OUT035,True,1.0,9,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDD33,12.85,0.10810260599999999,233.3642,OUT013,True,0.9106488463437927,26,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDV39,11.3,0.007286667125,196.8426,OUT019,True,1.0,28,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
DRE25,15.35,0.073697713,91.912,OUT017,False,0.9275067677443348,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDC59,16.7,0.091437584,64.3168,OUT010,False,1.4442325927567825,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDF58,13.3,0.009581155,64.95100000000001,OUT046,True,0.9222899266229367,16,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCP50,17.35,0.035997636,78.6618,OUT019,True,1.6000197793211142,28,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDS33,6.67,0.12332588,90.2514,OUT013,True,0.9130817637404615,26,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDP08,20.5,0.112584813,192.0478,OUT049,True,0.9229395455702014,14,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDF29,15.1,0.019930418000000002,131.531,OUT035,True,0.9294568305400226,9,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCF30,17.0,0.126244059,124.6362,OUT046,True,0.8747287930780256,16,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDI50,8.42,0.030905215,227.6352,OUT045,False,0.9152498627144012,11,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDD56,15.2,0.104365283,177.1054,OUT017,False,0.8796766169683023,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCN41,17.0,0.087387669,125.073,OUT010,False,1.4641166695575043,15,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDE23,17.6,0.053481818,47.806000000000004,OUT017,False,0.9163661917838719,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDL26,18.0,0.073306615,155.0972,OUT049,True,0.9229395430081588,14,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCB30,14.6,0.043021542,196.9084,OUT010,False,1.4445814410009041,15,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDY50,5.8,0.13169655,89.4172,OUT017,False,1.0048103260140024,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCK19,9.8,0.09083415800000001,192.2478,OUT018,True,0.9334195280686046,4,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
NCR38,17.25,0.19875618,250.7724,OUT019,True,1.6148105852317598,28,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDI28,14.3,0.026321701,77.6302,OUT046,True,0.9296326072947262,16,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDO24,11.1,0.176215665,158.8604,OUT046,True,0.9216919889184707,16,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDC45,17.0,0.136008489,171.7106,OUT045,False,0.9158611285574481,11,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDU27,18.6,0.17174348,48.8376,OUT049,True,0.9233929459672363,14,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDS09,8.895,0.08154715,49.8008,OUT017,False,0.9275067617631301,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRE13,6.28,0.027570939,86.6198,OUT027,True,0.8704928782562926,28,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
FDV15,10.3,0.14676789699999998,102.3648,OUT018,True,0.9260469325526678,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDH26,19.25,0.03467086,141.8496,OUT013,True,0.9215223937809652,26,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDI22,12.6,0.09619424,210.8612,OUT035,True,0.8745633938800945,9,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDJ26,15.3,0.08511049,215.7218,OUT018,True,0.8667048633604238,4,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDD26,8.71,0.1263349,184.0924,OUT019,True,1.5113318054122198,28,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCI55,18.6,0.012592289,123.3414,OUT027,True,0.9942316916257313,28,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDA35,14.849999999999998,0.05357685,122.2072,OUT027,True,0.9942317113344056,28,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDN21,18.6,0.077168705,160.6236,OUT018,True,0.9260469320722184,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCM43,14.5,0.032597778,163.621,OUT010,False,1.464116675883296,15,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDD09,13.5,0.021583971,179.5976,OUT018,True,0.9251921614677671,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDI24,10.3,0.078903499,177.637,OUT045,False,0.9241603428844355,11,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCN41,17.0,0.091411749,121.37299999999999,OUT019,True,1.531537195531632,28,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
NCT53,5.4,0.084245356,164.6526,OUT019,True,1.4849082799037812,28,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDQ47,7.155,0.28150951399999996,33.8874,OUT010,False,1.4641166699341714,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCD42,16.5,0.012689327,39.7506,OUT018,True,0.9166312527734262,4,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDI21,5.59,0.094741514,63.1168,OUT010,False,1.5560143996533664,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDS48,15.15,0.046496777,149.6708,OUT010,False,1.4201956271818168,15,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDW50,13.1,0.07600554799999999,166.1158,OUT017,False,0.9275067612680177,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDO37,8.06,0.023186134875,232.7326,OUT018,True,1.0,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDS04,10.195,0.1590774125,139.5838,OUT018,True,1.0,4,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDP38,10.1,0.053732324000000005,49.8008,OUT010,False,1.4641166750191463,15,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCF06,6.235,0.033807904,258.9962,OUT010,False,1.5560143912307045,15,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDR35,12.5,0.020782036,198.3742,OUT018,True,1.0031395178778255,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDB04,11.35,0.06317369099999999,86.1856,OUT013,True,0.8740008691989043,26,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDK16,9.065,0.115563679,96.0094,OUT045,False,0.9154321378280924,11,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDM57,11.65,0.07627820099999999,85.1908,OUT017,False,0.9275067677861314,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDF45,18.2,0.012223686999999999,57.1904,OUT049,True,1.000623011009775,14,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDH04,6.115,0.011419301000000001,91.0488,OUT018,True,0.8782920778958317,4,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDL25,6.92,0.131458247,90.5804,OUT018,True,1.0031395382080255,4,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDK40,7.035,0.021883367999999997,263.791,OUT049,True,1.0003712545883643,14,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDV46,18.2,0.012607876,139.81799999999998,OUT046,True,0.9136287514433428,16,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDU31,10.5,0.025041737999999997,218.7508,OUT045,False,0.8765027561945882,11,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCQ53,17.6,0.018934719,237.75900000000001,OUT049,True,1.0006230602608024,14,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDD09,13.5,0.021392306,182.0976,OUT027,True,0.9169764834709926,28,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDY19,19.75,0.041448824,116.5466,OUT045,False,0.931517923317876,11,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDI33,16.5,0.028395167000000002,91.7146,OUT013,True,0.9982383411679012,26,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDG08,13.15,0.165221717,172.0764,OUT013,True,0.9132468815248369,26,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDE39,7.89,0.036127671,117.4782,OUT035,True,0.9221155141077753,9,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDH53,20.5,0.019277945,82.8592,OUT018,True,0.9156747812134531,4,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDB09,16.25,0.057629899000000005,123.9046,OUT018,True,0.8667048543061442,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDI22,12.6,0.09621243199999999,207.2612,OUT046,True,0.8747287889937879,16,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDX24,8.355,0.024387983999999998,92.4462,OUT019,True,1.4861655435205534,28,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDE09,8.775,0.021647195,109.5228,OUT045,False,0.864599024850895,11,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDJ57,7.42,0.021573645,184.6582,OUT046,True,0.9296326022078357,16,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRC49,8.67,0.065424208,145.8128,OUT035,True,0.9221155282789699,9,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDU19,8.77,0.046866331,170.5422,OUT045,False,1.0008440159121426,11,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDU43,19.35,0.06355134725,238.6564,OUT013,True,1.0,26,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDA50,16.25,0.087102593,96.041,OUT013,True,0.8740008681389854,26,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCM29,11.5,0.01774202,129.6626,OUT017,False,0.9348909640540631,6,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDQ13,11.1,0.010632751999999999,82.5908,OUT013,True,0.9215223962456146,26,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDB26,14.0,0.031116081,55.263999999999996,OUT027,True,0.9942316993972758,28,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDI21,5.59,0.05671761,62.9168,OUT045,False,0.9315179180472435,11,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDV25,5.905,0.079931185,219.7456,OUT019,True,1.5996460217751713,28,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDQ23,6.55,0.024505417999999998,102.9332,OUT013,True,0.9215223986458078,26,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDJ41,6.85,0.03830192,261.2594,OUT010,False,1.4641166682095188,15,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCO42,21.25,0.024693927,144.1102,OUT049,True,0.9237238182557729,14,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDQ13,11.099999999999998,0.010590075,84.6908,OUT027,True,0.9178236537841546,28,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDU47,12.8,0.190569038,138.7838,OUT010,False,1.5255089672360227,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDW57,8.31,0.11580047171428569,177.4028,OUT046,True,1.0,16,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRN47,12.1,0.016826748,179.166,OUT046,True,0.8628883087592261,16,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDW28,18.25,0.088394115,194.7452,OUT027,True,0.9170643841264638,28,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCN42,20.25,0.015435230250000001,145.6418,OUT013,True,1.0,26,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDR60,14.3,0.12978357699999998,78.2328,OUT027,True,0.9942317094220576,28,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDO09,13.5,0.134757186,262.89099999999996,OUT019,True,1.0,28,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDX45,16.75,0.11479507274999999,156.16299999999998,OUT046,True,1.0,16,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDH27,7.075,0.058465268,145.3128,OUT045,False,0.8765027643344743,11,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDO08,11.1,0.053765212,163.1526,OUT035,True,0.8628943737941187,9,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDG10,6.63,0.01098386,55.4588,OUT018,True,0.8782920609565807,4,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDZ40,8.935,0.040245222000000004,54.9298,OUT049,True,0.8760887614930477,14,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDZ27,7.935,0.017253305,51.435,OUT017,False,1.004720912479287,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDZ46,7.485,0.069231189,112.1228,OUT049,True,1.0006230354061032,14,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDI46,9.5,0.074648119,253.3724,OUT018,True,1.003816519938983,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCW53,18.35,0.030542489,193.1162,OUT049,True,0.9237238314614187,14,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDY52,6.365,0.007359711,60.1536,OUT049,True,0.8499774612870085,14,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDU07,11.1,0.059940022,149.1366,OUT049,True,0.9237238377420652,14,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCQ05,11.395,0.026026485714285712,149.2708,OUT017,False,1.0,6,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDT16,9.895,0.048860587000000004,260.2278,OUT018,True,0.9252606754763012,4,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCJ17,7.68,0.153419412,86.4224,OUT017,False,0.8796766131243097,6,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
NCY29,13.65,0.077219509,56.493,OUT035,True,0.8745633908177621,9,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
NCQ18,15.75,0.13504726,98.57,OUT035,True,0.929456819988614,9,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDS02,10.195,0.146094132,196.1794,OUT049,True,0.9035704175628897,14,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCK31,10.895,0.027157955,50.2666,OUT018,True,0.8782920564273344,4,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDH60,19.699999999999996,0.080346058,195.71099999999998,OUT027,True,0.8983028221857212,28,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDO19,17.7,0.016596645,48.3034,OUT046,True,0.9221277707528104,16,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRF37,17.25,0.084316691,263.39099999999996,OUT035,True,0.9990372362209003,9,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDN21,18.6,0.07679167099999999,161.0236,OUT013,True,0.9215224142772532,26,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDM14,13.8,0.01326146,108.0254,OUT035,True,0.9988808267894448,9,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDO08,11.1,0.06230798766666666,165.5526,OUT018,True,1.0,4,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDS27,10.195,0.012528611,195.111,OUT017,False,0.9275067557073161,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRM59,5.88,0.003597678,153.8998,OUT049,True,0.9237238812895737,14,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
NCO29,11.15,0.032438645,163.0526,OUT017,False,0.9275067563632861,6,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDC32,18.35,0.173527068,92.0462,OUT019,True,1.5315372023882916,28,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
DRA12,11.6,0.041112694,142.0154,OUT018,True,0.9152421300011275,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDI14,14.099999999999998,0.089243504,139.2496,OUT027,True,0.9942317064416313,28,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRG51,12.1,0.011539622,163.5526,OUT046,True,0.9296326404872787,16,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDR33,7.3100000000000005,0.04690397,110.65700000000001,OUT019,True,1.5315371951420187,28,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDS23,4.635,0.141686037,126.9994,OUT017,False,0.9275067623473835,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCF43,8.51,0.052051256,142.247,OUT045,False,0.9127682027359393,11,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
DRN37,9.6,0.09627919,167.3158,OUT035,True,0.8477102267510982,9,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDX57,17.25,0.047533568,96.9068,OUT017,False,0.926650622937278,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCC42,15.0,0.04499948,140.4838,OUT045,False,0.9315179318756505,11,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDS47,16.75,0.12888573,87.6856,OUT046,True,0.847913081431199,16,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRK35,8.365,0.12025630300000001,39.2506,OUT010,False,1.4641166674608805,15,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
DRF37,17.25,0.08439794628571429,261.291,OUT019,True,1.0,28,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
DRI23,18.85,0.137755834,161.8578,OUT018,True,1.0029791833130237,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDB28,6.615,0.093913607,198.7426,OUT017,False,0.9348909855713897,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
